Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date,Total Equity Funding Amount,Valuation at IPO
MongoDB,https://www.crunchbase.com/organization/mongodb-inc,"Data and Analytics, Software, Internet Services","New York, New York, United States",MongoDB is a next-generation database that helps businesses transform their industries by harnessing the power of data.,233,http://www.mongodb.com,Series Unknown,,"$303,400,000",-2.8,501-1000,"Open Source, PaaS, Cloud Computing, Database",11/01/2007,Operating,08/18/2015,"$303,400,000",
Vox Media,https://www.crunchbase.com/organization/vox-media,"Media and Entertainment, Sports, Internet Services, Advertising","Washington, District of Columbia, United States",Vox Media Inc. is an American digital media company.,237,http://www.voxmedia.com,Series F,"$200,000,000","$307,632,220",-2.2,251-500,"Internet, Digital Media, Sports, Advertising Platforms",01/01/2003,Operating,08/12/2015,"$307,632,220",
Kabbage,https://www.crunchbase.com/organization/kabbage,"Financial Services, Lending and Investments","Atlanta, Georgia, United States",Kabbage is a financial technology company. Its fully automated technology and data platform powers lending directly and for its partners.,240,http://www.kabbage.com,Series F,"$250,000,000","$1,350,363,500",1.7,51-100,"FinTech, Credit, Lending, Finance",02/12/2009,Operating,08/03/2017,"$488,650,000",
Artsy,https://www.crunchbase.com/organization/art-sy,"Media and Entertainment, Internet Services, Content and Publishing","New York, New York, United States",Artsy is the global platform for discovering and collecting art.,244,http://artsy.net,Series D,"$50,000,000","$100,880,053",4.6,101-250,"Art, Internet, Content Discovery",01/01/2009,Operating,07/18/2017,"$100,880,053",
Yext,https://www.crunchbase.com/organization/yext,"Information Technology, Software, Internet Services, Mobile","New York, New York, United States","Yext helps businesses facilitate face-to-face and digital interactions that boost brand awareness, drive foot traffic, and increase sales.",249,http://www.yext.com,Series F,"$50,250,006","$117,820,006",1.9,501-1000,"Internet, Local, Software, Cloud Data Services, Mobile, SaaS",09/16/2006,IPO,06/04/2014,"$117,820,006","$940,000,000"
Kaminario,https://www.crunchbase.com/organization/kaminario,"Hardware, Software","Needham, Massachusetts, United States",Kaminario provides enterprise-class all-flash storage arrays.,252,http://www.kaminario.com,Series F,"$75,000,000","$224,500,000",6.2,101-250,"Enterprise Software, Flash Storage, SaaS",01/01/2010,Operating,01/10/2017,"$224,500,000",
Shazam,https://www.crunchbase.com/organization/shazam-entertainment,"Platforms, Media and Entertainment, Music and Audio, Software, Internet Services, Mobile","New York, New York, United States","Shazam Entertainment, a media engagement company, offers an app that connects people to the music, TV shows and ads they love.",256,http://www.shazam.com,Series F,"$30,000,000","$143,500,000",-0.1,251-500,"Android, Ediscovery, iOS, Music",01/01/2000,Operating,02/26/2015,"$143,500,000",
Automattic,https://www.crunchbase.com/organization/automattic,"Media and Entertainment, Internet Services, Content and Publishing","San Francisco, California, United States","Automattic develops publishing platforms, including the WordPress.com website and the VIP WordPress.com cloud version.",259,http://automattic.com,Series C,"$160,000,000","$317,300,000",-0.4,501-1000,"Content, Blogging Platforms, Internet",07/01/2005,Operating,05/05/2014,"$317,300,000",
Pinterest,https://www.crunchbase.com/organization/pinterest,"Travel and Tourism, Media and Entertainment, Internet Services","San Francisco, California, United States",Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,266,https://pinterest.com,Funding Round,"$150,000,000","$1,466,100,000",-7.6,251-500,"Social Media, Social Bookmarking, Travel",01/01/2009,Operating,06/06/2017,"$1,466,100,000",
Houzz,https://www.crunchbase.com/organization/houzz,"Real Estate, Design","Palo Alto, California, United States","Houzz is an online platform for home remodeling, architecture, interior design, decorating, landscaping, and home improvement.",272,http://www.houzz.com,Series E,"$400,000,000","$613,600,000",-3.7,1001-5000,"Home Improvement, Home Renovation, Interior Design, Architecture",01/01/2009,Operating,06/09/2017,"$613,600,000",
Blockchain,https://www.crunchbase.com/organization/blockchain-info,"Software, Payments, Financial Services","London, England, United Kingdom","Blockchain is a web-based bitcoin platform that makes using bitcoin safe, easy, and secure for all consumers and businesses worldwide.",277,http://blockchain.com/,Series B,"$40,000,000","$70,000,000",-2,11-50,"FinTech, Finance, Web Development, Bitcoin",08/01/2011,Operating,06/22/2017,"$70,000,000",
MobileIron,https://www.crunchbase.com/organization/mobileiron,"Apps, Hardware, Consumer Electronics, Software, Privacy and Security, Mobile","Mountain View, California, United States",MobileIron manufactures Mobile Device Management solutions (MDM) and Enterprise Mobility Management (EMM) for mobile devices.,278,http://www.mobileiron.com,Series F,"$48,000,000","$163,974,696",2.5,251-500,"Mobile Devices, Mobile, Security, Apps, Mobile Apps, SaaS",05/01/2007,IPO,10/10/2013,"$163,974,696",
Actifio,https://www.crunchbase.com/organization/actifio,"Hardware, Information Technology, Software","Waltham, Massachusetts, United States",Actifio delivers Enterprise Data-as-a-Service to hundreds of global enterprise customers and service provider partners.,279,http://www.actifio.com,Series E,"$100,000,000","$211,500,000",4.4,251-500,"Enterprise Software, Information Technology, Virtualization, Information Services",07/01/2009,Operating,03/23/2014,"$211,500,000",
BookMyShow,https://www.crunchbase.com/organization/bookmyshow,"Commerce and Shopping, Media and Entertainment, Events","Mumbai, Maharashtra, India","India's Largest Entertainment Central for Movie Tickets, Event Tickets, and Concert Tickets.",281,http://www.bookmyshow.com,Series C,"$81,500,000","$124,500,000",0.3,501-1000,"Online Auctions, Media and Entertainment, Digital Entertainment, Ticketing",01/01/1999,Operating,07/05/2016,"$124,500,000",
Rocket Lab,https://www.crunchbase.com/organization/rocket-lab,"Manufacturing, Science and Engineering, Hardware, Consumer Electronics","Los Angeles, California, United States",Rocket Lab is redefining how we access space.,290,http://www.rocketlabusa.com/,Series D,"$75,000,000","$75,000,000",-1.6,11-50,"Aerospace, Industrial Manufacturing, Electronics",01/01/2006,Operating,03/21/2017,"$75,000,000",
Guideline Technologies Inc.,https://www.crunchbase.com/organization/guideline-technologies-inc,Financial Services,"Burlingame, California, United States",Guideline is an all-inclusive 401(k) provider designed for growing businesses.,298,https://www.guideline.com,Series B,"$15,000,000","$24,000,000",8.7,11-50,"Small and Medium Businesses, FinTech, Finance",01/01/2015,Operating,08/08/2017,"$24,000,000",
Ripcord,https://www.crunchbase.com/organization/ripcord-2,"Media and Entertainment, Software, Administrative Services","Hayward, California, United States",Ripcord is the world's first robotic digitization company.,299,https://www.ripcord.com/,Series B,"$25,000,000","$49,500,000",9.1,11-50,"Software, Digital Media, Office Administration",03/20/2015,Operating,08/17/2017,"$34,500,000",
Webroot,https://www.crunchbase.com/organization/webroot,"Information Technology, Internet Services, Privacy and Security","Broomfield, Colorado, United States","Webroot provides real-time protection for PCs and Macs against viruses, malware, phishing attacks and identity theft.",308,http://www.webroot.com,Series Unknown,"$912,913","$108,912,913",7.6,251-500,"Internet, Security, Cyber Security",01/01/1997,Operating,12/19/2010,"$108,912,913",
RingCentral,https://www.crunchbase.com/organization/ringcentral,"Information Technology, Software, Internet Services, Messaging and Telecommunications, Mobile","Belmont, California, United States","RingCentral, a global distributor of cloud-unified communications and collaboration solutions, offers its users with technology services.",312,https://www.ringcentral.com,Secondary Market,,"$45,875,000",5.6,,"VoIP, Enterprise Software, Cloud Computing, Meeting Software, Messaging, SaaS, Collaboration, Mobile",01/01/2003,IPO,06/01/2013,"$45,875,000","$789,724,000"
Drawbridge Inc.,https://www.crunchbase.com/organization/drawbridge,"Information Technology, Data and Analytics, Sales and Marketing, Privacy and Security, Mobile, Advertising","San Mateo, California, United States",Drawbridge is the largest independent cross-device identity company that enables brands to have seamless conversations with consumers.,323,http://www.drawbridge.com,Series C,"$25,000,000","$45,500,000",-0.4,101-250,"Mobile, Advertising, SaaS, Digital Marketing, Identity Management, Analytics, Personalization, Ad Targeting",11/01/2010,Operating,05/05/2016,"$45,500,000",
Qihoo 360 Technology,https://www.crunchbase.com/organization/qihoo-360-technology,"Internet Services, Mobile","Beijing, Beijing, China","Qihoo 360 Technology offers internet and mobile security products, online advertising and internet value-added services in China.",324,http://www.360.com,Post-IPO Equity,"$30,000,000","$645,000,000",5.3,11-50,"Internet, Mobile",06/01/2005,IPO,09/28/2016,"$95,000,000","$2,511,593,865"
Wattpad,https://www.crunchbase.com/organization/wattpad,"Media and Entertainment, Internet Services, Mobile","Toronto, Ontario, Canada",Wattpad is a free app that lets people discover and share stories about the things they love.,326,http://www.wattpad.com,Series Unknown,,"$66,800,000",5.1,101-250,"Digital Media, Mobile, Social Media",12/11/2006,Operating,09/30/2016,"$66,800,000",
Puls,https://www.crunchbase.com/organization/cellsavers,"Platforms, Hardware, Consumer Electronics, Software, Mobile","San Francisco, California, United States","Puls provides rapid-response in-home repair and installation for smartphones and smart homes, through a network of skilled technicians",327,https://puls.com/,Series B,"$25,000,000","$43,000,000",8.5,11-50,"Consumer Electronics, Android, iOS",01/01/2015,Operating,08/15/2017,"$43,000,000",
Upwork,https://www.crunchbase.com/organization/odesk,"Commerce and Shopping, Software, Professional Services","Mountain View, California, United States","Upwork, the world’s largest freelancing website, makes it easier to get work done—anytime, anywhere.",333,https://www.upwork.com/,Series Unknown,"$30,000,000","$168,800,000",-2.1,251-500,"Enterprise Software, Marketplace, Freelance",01/01/1999,Operating,11/25/2014,"$168,800,000",
Anki,https://www.crunchbase.com/organization/anki,"Science and Engineering, Hardware, Consumer Electronics, Data and Analytics, Software, Artificial Intelligence","San Francisco, California, United States",Anki is an entertainment robotics company dedicated to bringing artificial intelligence and robotics to our everyday lives.,335,http://anki.com,Private Equity,"$52,500,000","$157,500,000",0.2,51-100,"Consumer Electronics, Artificial Intelligence, Robotics, Machine Learning",01/05/2010,Operating,06/27/2016,"$157,500,000",
Genius,https://www.crunchbase.com/organization/genius-com,"Media and Entertainment, Music and Audio, Data and Analytics, Software, Internet Services","Brooklyn, New York, United States","Genius is an online knowledge project that breaks down information with line-by-line annotations, added and edited by anyone in the world.",345,http://www.genius.com,Series Unknown,,"$56,900,000",3,11-50,"Digital Media, Internet, Music, Text Analytics, Content",01/01/2009,Operating,11/04/2015,"$56,900,000",
MobiKwik,https://www.crunchbase.com/organization/mobikwik,"Hardware, Software, Payments, Internet Services, Financial Services, Mobile","Gurgaon, Haryana, India","MobiKwik is a popular mobile wallet app in India. Millions of Indians use it for shopping, P2P money transfer, & bill payments.",347,http://www.mobikwik.com,Funding Round,"$35,360,000","$162,210,000",2.3,101-250,"Mobile, Payments, Internet, Mobile Payments, Telecommunications",08/01/2009,Operating,08/03/2017,"$162,210,000",
