Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date
Pure Storage,https://www.crunchbase.com/organization/pure-storage,"Hardware, Software, Internet Services","Mountain View, California, United States",Pure Storage is an all-flash enterprise storage company that enables broad deployment of flash in data centers.,154,http://www.purestorage.com,Secondary Market,"$60,000,000","$530,856,468",1.3,,"Data Storage, Enterprise Software, Cloud Computing",09/01/2009,IPO,08/11/2014
Patreon,https://www.crunchbase.com/organization/patreon,"Media and Entertainment, Music and Audio, Video","San Francisco, California, United States",Patreon enables fans and sponsors to give ongoing support to artists and creators.,158,http://www.patreon.com,Series B,"$30,000,000","$47,100,000",6.1,51-100,"Art, Music, Video",05/07/2013,Operating,01/16/2016
Xero,https://www.crunchbase.com/organization/xero,"Software, Professional Services, Payments, Financial Services, Lending and Investments","Wellington, Wellington, New Zealand","Xero provides beautiful cloud accounting software for accounting professionals and small businesses, with over 600,000 global customers",164,http://xero.com,Post-IPO Equity,"$26,400,000","$381,395,300",-1.9,1001-5000,"Personal Finance, Billing, FinTech, Accounting, Collaboration, SaaS, Banking, Finance, Software",07/01/2006,IPO,04/18/2017
Zopa,https://www.crunchbase.com/organization/zopa,"Commerce and Shopping, Financial Services","London, England, United Kingdom","Zopa offers peer-to-peer loans with low rates, flexible terms, and no early repayment fees.",165,http://www.zopa.com,Series E,"£32,000,000","$111,936,602",2.8,,"Peer to Peer, Finance, Lending, Marketplace, FinTech",03/01/2005,Operating,06/01/2017
CrowdFlower Inc.,https://www.crunchbase.com/organization/crowdflower,"Science and Engineering, Hardware, Data and Analytics, Software","San Francisco, California, United States",CrowdFlower is the essential human-in-the-loop platform for data science teams.,167,http://www.crowdflower.com,Series Unknown,"$20,000,000","$58,000,000",7.9,51-100,"Machine Learning, Enterprise Software, Computer Vision, Artificial Intelligence",12/01/2007,Operating,06/12/2017
WeWork,https://www.crunchbase.com/organization/wework,"Media and Entertainment, Real Estate, Internet Services","New York, New York, United States",WeWork is a platform for creators.,168,http://www.wework.com,Private Equity,"$2,000,000,000","$4,693,784,331",1.2,1001-5000,"Coworking, Social Media, Collaboration, Real Estate",02/15/2010,Operating,02/26/2017
Stitch Fix,https://www.crunchbase.com/organization/stitch-fix,"Commerce and Shopping, Design","San Francisco, California, United States",Stitch Fix is a personal styling platform that delivers curated and personalized apparel and accessory items of perfect fit for women.,170,http://stitchfix.com,Series C,"$25,000,000","$42,500,000",5,1001-5000,"Fashion, Retail, E-Commerce",02/01/2011,Operating,06/10/2014
Zendesk,https://www.crunchbase.com/organization/zendesk,Software,"San Francisco, California, United States",Zendesk is a service platform that builds software to empower organization and customer relationships.,172,http://zendesk.com,Series Unknown,,"$85,500,000",-2.4,1001-5000,"SaaS, Customer Service, Enterprise Software",10/05/2007,IPO,05/15/2014
Proterra,https://www.crunchbase.com/organization/proterra,"Energy, Sustainability, Transportation","Burlingame, California, United States","Proterra makes zero-emission, battery-electric buses that help eliminate fossil fuel dependency and reduce costs.",173,http://www.proterra.com,Series F,"$55,000,000","$372,210,700",5.2,251-500,"Battery, Renewable Energy, Public Transportation, Energy Storage",01/01/2004,Operating,06/13/2017
BigCommerce,https://www.crunchbase.com/organization/bigcommerce,"Commerce and Shopping, Software","Austin, Texas, United States",BigCommerce is the leading ecommerce platform for fast-growing and mid-market brands.,175,http://www.bigcommerce.com,Series E,"$30,000,000","$155,204,369",2.2,251-500,"Software, E-Commerce, Business Development, Enterprise Software, SaaS, Retail",01/01/2009,Operating,05/10/2016
Surf Air,https://www.crunchbase.com/organization/surf-air,"Travel and Tourism, Transportation","Santa Monica, California, United States",Surf Air is a California-based membership airline that offers first-class travel on executive aircraft.,177,http://www.surfair.com,Convertible Note,,"$83,759,387",4.5,51-100,"Transportation, Travel, Air Transportation",11/05/2011,Operating,03/02/2015
Tanium,https://www.crunchbase.com/organization/tanium,"Information Technology, Software, Privacy and Security","Emeryville, California, United States",Tanium is a security and systems management solution that allows real-time data collection at enterprise scale.,178,http://www.tanium.com,Secondary Market,"$100,000,000","$405,724,497",1.3,251-500,"Enterprise Software, Security, Information Technology",01/01/2007,Operating,05/25/2017
Outbrain,https://www.crunchbase.com/organization/outbrain,"Media and Entertainment, Internet Services, Content and Publishing","Netanya, HaMerkaz, Israel",Outbrain is a content discovery platform providing publishers a service for recommended links to increase traffic and generate revenue.,183,http://www.outbrain.com,Private Equity,"$45,000,000","$194,000,000",2.5,501-1000,"Content Discovery, Media and Entertainment, Internet",01/01/2006,Operating,05/10/2016
23andMe,https://www.crunchbase.com/organization/23andme,"Biotechnology, Science and Engineering, Health Care","Mountain View, California, United States","23andMe is a human genome research company enabling users to study their ancestry, genealogy, and inherited traits.",184,http://23andme.com,Grant,"$1,700,000","$236,073,609",-0.9,501-1000,"Biotechnology, Consumer, Genetics",04/01/2006,Operating,10/13/2016
Tintri,https://www.crunchbase.com/organization/tintri,"Hardware, Information Technology, Software, Internet Services","Mountain View, California, United States",Tintri Enterprise Cloud puts the agility of public cloud in an organization's data center.,185,http://www.tintri.com,Secondary Market,,"$262,212,358",5.3,501-1000,"Virtualization, Cloud Data Services, Enterprise Software, Hardware, Cloud Computing, Flash Storage",01/01/2008,Operating,01/31/2017
Zynga,https://www.crunchbase.com/organization/zynga,"Gaming, Mobile","San Francisco, California, United States","Zynga makes online social and mobile games. Four years after its founding, Zynga had grown to over $1 billion in revenue and IPO'd in 2011.",189,http://www.zynga.com,Series C,"$490,000,000","$866,550,786",-0.9,1001-5000,"PC Games, Gaming, Mobile",07/01/2007,IPO,02/18/2011
IFTTT,https://www.crunchbase.com/organization/if-this-then-that,"Information Technology, Internet Services","San Francisco, California, United States",IFTTT empowers people to do more with the services they love.,193,https://ifttt.com,Series B,"$30,000,000","$38,500,000",-0.9,11-50,"Information Technology, Information Services, Internet",12/14/2010,Operating,08/29/2014
Qualtrics,https://www.crunchbase.com/organization/qualtrics,"Data and Analytics, Design","Provo, Utah, United States","Qualtrics is a single system of record for all experience data, managing customer, product, employee and brand experiences on one platform.",198,http://www.qualtrics.com,Series C,"$180,000,000","$400,000,000",-1.2,1001-5000,"Consumer, SaaS, Market Research",01/01/2002,Operating,04/12/2017
Omada Health,https://www.crunchbase.com/organization/omada-health,Health Care,"San Francisco, California, United States",A digital behavioral medicine company dedicated to inspiring and empowering people everywhere to live free of chronic illiness.,203,http://omadahealth.com,Series D,"$50,000,000","$126,520,000",3.5,251-500,Health Care,01/01/2011,Operating,06/14/2017
TuneIn,https://www.crunchbase.com/organization/tunein-inc,"Media and Entertainment, Music and Audio, Content and Publishing, Mobile","San Francisco, California, United States","TuneIn allows users to stream and listen to online radio, talkshows, and news on demand.",204,http://tunein.com,Series Unknown,"$25,000,000","$53,122,231",2.7,51-100,"Music, Mobile, News, Internet Radio",01/01/2002,Operating,05/29/2013
Refinery29,https://www.crunchbase.com/organization/refinery29,"Media and Entertainment, Community and Lifestyle, Consumer Goods, Internet Services, Video, Content and Publishing, Design","New York, New York, United States",Refinery29 is the leading digital media & entertainment company dedicated to inspiring young women to live an informed & well-rounded life.,205,http://www.refinery29.com,Funding Round,"$45,000,000","$125,400,000",-0.9,251-500,"Social, Fashion, News, Beauty, Lifestyle, Digital Media, Internet, Media and Entertainment, Video",01/01/2005,Operating,08/11/2016
Plaid,https://www.crunchbase.com/organization/plaid,"Software, Financial Services","San Francisco, California, United States",Plaid is an API to power developers of financial services applications and help them connect with user bank accounts.,206,https://plaid.com,Series B,"$44,000,000","$59,300,000",4.7,11-50,"Financial Services, FinTech, Software",01/01/2012,Operating,06/19/2016
Duolingo,https://www.crunchbase.com/organization/duolingo,"Software, Education, Internet Services","Pittsburgh, Pennsylvania, United States",Duolingo is a free language education platform that gamifies every lessons available in over 20 languages.,209,https://www.duolingo.com,Series D,"$45,000,000","$83,300,000",0,51-100,"Education, E-Learning, Internet, Language Learning",11/01/2011,Operating,06/10/2015
Squarespace,https://www.crunchbase.com/organization/squarespace,"Media and Entertainment, Software, Internet Services, Content and Publishing, Design","New York, New York, United States","Squarespace is a SaaS-based content management system offering a website builder, blogging platform, and hosting service.",210,http://www.squarespace.com,Series B,"$40,000,000","$78,500,000",-0.3,501-1000,"Web Design, Internet, Content, Software, Blogging Platforms",01/01/2004,Operating,04/15/2014
CoreOS,https://www.crunchbase.com/organization/coreos,"Platforms, Software, Internet Services, Privacy and Security","San Francisco, California, United States",CoreOS builds industry-leading infrastructure software to securely run application containers anywhere.,211,http://coreos.com,Series B,"$30,000,000","$50,000,000",-0.1,51-100,"Software, Cloud Computing, Linux, Web Hosting, Security",01/01/2013,Operating,05/09/2016
Databricks,https://www.crunchbase.com/organization/databricks,"Data and Analytics, Software","San Francisco, California, United States",Databricks builds software and hosted services for extracting value from big data.,212,http://databricks.com,Series C,"$60,000,000","$107,000,000",1,101-250,"Open Source, Analytics, Enterprise Software",01/01/2013,Operating,12/15/2016
Stack Overflow,https://www.crunchbase.com/organization/stack-overflow,"Media and Entertainment, Community and Lifestyle, Professional Services","New York, New York, United States",Stack Overflow is a question and answer website for professional and enthusiast programmers.,213,http://www.stackoverflow.com,Series D,"$40,000,000","$68,000,000",-0.1,251-500,"Media and Entertainment, Recruiting, Q&A",07/01/2008,Operating,01/20/2015
